timestamp,heart_rate,rr_ms,rmssd,emotion
1750746333.5137534,70,[739.2578125],174.12,鎮静系
1750746348.4991078,73,"[472.65625, 922.8515625, 716.796875, 815.4296875]",226.57,鎮静系
1750746458.5259778,72,"[747.0703125, 716.796875, 815.4296875, 869.140625]",195.70,鎮静系
1750746459.5159514,72,[930.6640625],196.62,鎮静系
1750746497.54057,75,"[838.8671875, 861.328125, 831.0546875, 823.2421875]",59.53,鎮静系
1750746498.5311983,73,[823.2421875],55.00,鎮静系
1750746499.5211906,72,[884.765625],57.82,鎮静系
1750746500.5109408,70,[823.2421875],51.80,鎮静系
1750746501.5016518,70,[907.2265625],56.09,鎮静系
1750746502.5370474,69,[892.578125],52.44,鎮静系
1750746503.52629,69,"[861.328125, 892.578125]",44.43,鎮静系
1750746504.5155427,68,[937.5],45.79,鎮静系
1750746505.5067072,68,[907.2265625],46.82,鎮静系
1750746506.5409899,68,[930.6640625],47.46,鎮静系
1750746507.531188,65,[960.9375],43.98,鎮静系
1750746508.5215306,65,[915.0390625],41.80,鎮静系
1750746509.5108116,64,[670.8984375],87.10,鎮静系
1750746510.5462136,64,[1044.921875],152.01,鎮静系
1750746511.536329,66,"[708.984375, 823.2421875]",192.04,鎮静系
1750746512.5262,67,[785.15625],191.88,鎮静系
1750746513.515425,68,[846.6796875],192.70,鎮静系
1750746550.5074215,77,"[732.421875, 670.8984375, 815.4296875, 708.984375, 770.5078125]",142.98,鎮静系
1750746551.5415053,79,[754.8828125],89.06,鎮静系
1750746555.5466182,78,"[754.8828125, 808.59375, 792.96875, 739.2578125]",71.53,鎮静系
1750746556.5363474,78,[785.15625],70.21,鎮静系
1750746557.526965,77,[739.2578125],53.32,鎮静系
1750746558.5165672,76,"[754.8828125, 762.6953125]",34.60,鎮静系
1750746559.5071328,77,[800.78125],36.49,鎮静系
1750746560.5415826,77,[747.0703125],40.64,鎮静系
1750746561.531839,77,[777.34375],37.86,鎮静系
1750746562.5664423,77,"[808.59375, 792.96875]",34.95,鎮静系
1750746563.5115166,76,[770.5078125],32.30,鎮静系
1750746564.5465503,76,[808.59375],31.15,鎮静系
1750746565.5358264,75,[815.4296875],30.80,鎮静系
1750746569.5872223,74,"[762.6953125, 777.34375, 846.6796875, 808.59375]",37.23,鎮静系
1750746570.532159,74,"[785.15625, 762.6953125]",36.98,鎮静系
1750746574.5368116,75,"[670.8984375, 732.421875, 770.5078125, 602.5390625]",74.09,鎮静系
1750746575.5270963,76,[701.171875],80.91,鎮静系
1750746576.516907,77,[854.4921875],92.87,鎮静系
1750746577.551685,78,[586.9140625],128.13,鎮静系
1750746578.5409625,79,[991.2109375],185.79,鎮静系
1750746586.5518694,78,"[373.046875, 777.34375, 678.7109375, 716.796875]",307.91,鎮静系
1750746587.5420768,79,[754.8828125],303.04,鎮静系
1750746591.5471199,77,"[968.75, 716.796875, 708.984375, 678.7109375, 716.796875]",178.80,鎮静系
1750746592.5368497,77,[708.984375],117.54,鎮静系
1750746593.5273154,78,[716.796875],112.88,鎮静系
1750746594.5165114,80,"[747.0703125, 792.96875]",112.94,鎮静系
1750746595.5517888,81,[777.34375],87.75,鎮静系
1750746596.541615,81,[770.5078125],25.53,分類不能
1750746597.5328808,80,[754.8828125],25.92,分類不能
1750746598.5218222,78,"[861.328125, 754.8828125]",54.10,鎮静系
1750746599.5573375,78,[800.78125],56.16,鎮静系
1750746600.5468845,77,[770.5078125],57.00,鎮静系
1750746601.5367436,76,[815.4296875],58.07,鎮静系
1750746602.527299,76,[777.34375],57.43,鎮静系
1750746603.516731,75,"[831.0546875, 922.8515625]",67.25,鎮静系
1750746604.5514455,74,[884.765625],68.24,鎮静系
1750746605.5425138,74,[854.4921875],59.16,鎮静系
1750746606.532148,73,[899.4140625],49.65,鎮静系
1750746607.521814,72,[876.953125],47.83,鎮静系
1750746608.5573533,70,[854.4921875],47.35,鎮静系
1750746609.5472515,69,[838.8671875],45.22,鎮静系
1750746610.536904,68,"[869.140625, 754.8828125]",55.81,鎮静系
1750746611.527534,68,[701.171875],49.99,鎮静系
1750746616.5229814,69,"[579.1015625, 785.15625, 724.609375, 663.0859375]",95.69,鎮静系
1750746617.5126197,71,[770.5078125],101.90,鎮静系
1750746618.5472877,73,"[815.4296875, 442.3828125]",161.06,鎮静系
1750746624.532969,78,"[670.8984375, 838.8671875, 747.0703125, 701.171875]",167.05,鎮静系
1750746627.5479348,77,[655.2734375],166.53,鎮静系
1750746630.5177042,80,[930.6640625],189.04,鎮静系
1750746631.5519762,80,[762.6953125],193.88,鎮静系
1750746632.542756,79,[1083.0078125],220.83,鎮静系
1750746633.5317595,77,[815.4296875],203.12,鎮静系
1750746634.612398,74,"[800.78125, 815.4296875]",179.91,鎮静系
1750746635.5570486,72,[1006.8359375],188.42,鎮静系
1750746636.5472884,71,[823.2421875],197.52,鎮静系
1750746637.5373423,70,[915.0390625],199.29,鎮静系
1750746638.5270298,69,[861.328125],177.79,鎮静系
1750746639.562169,69,[884.765625],168.93,鎮静系
1750746644.602519,67,"[869.140625, 846.6796875, 777.34375, 823.2421875]",99.93,鎮静系
1750746645.547508,67,[838.8671875],77.08,鎮静系
1750746646.537386,68,[762.6953125],53.30,鎮静系
1750746647.5278728,69,"[1044.921875, 579.1015625]",185.86,鎮静系
1750746656.5282984,74,"[693.359375, 724.609375, 785.15625, 800.78125]",189.37,鎮静系
1750746661.5229044,76,"[739.2578125, 792.96875, 808.59375, 762.6953125, 800.78125]",56.19,鎮静系
1750746662.5571866,76,[846.6796875],44.05,鎮静系
1750746663.5479574,75,[808.59375],44.65,鎮静系
1750746664.5373726,74,[831.0546875],40.52,鎮静系
1750746665.527985,73,[792.96875],42.14,鎮静系
1750746666.5178947,73,"[747.0703125, 823.2421875]",43.74,鎮静系
1750746672.548458,74,"[876.953125, 831.0546875, 792.96875, 792.96875]",44.42,鎮静系
1750746673.5379584,72,[747.0703125],45.23,鎮静系
1750746674.5274944,72,[777.34375],45.73,鎮静系
1750746675.5180466,73,"[800.78125, 754.8828125]",44.63,鎮静系
1750746676.5524335,75,[754.8828125],36.70,鎮静系
1750746677.5425093,75,[854.4921875],46.14,鎮静系
1750746678.5321374,75,[815.4296875],45.43,鎮静系
1750746679.5227635,75,"[792.96875, 884.765625]",53.81,鎮静系
1750746680.557357,75,[815.4296875],56.53,鎮静系
1750746681.5477583,74,[770.5078125],57.60,鎮静系
1750746682.5376165,73,[884.765625],68.61,鎮静系
1750746683.617904,73,[770.5078125],76.97,鎮静系
1750746684.562866,72,[800.78125],77.62,鎮静系
1750746685.5525632,72,"[861.328125, 686.5234375]",92.50,鎮静系
1750746686.5428188,71,[884.765625],113.43,鎮静系
1750746687.533332,72,[846.6796875],109.96,鎮静系
1750746688.5237432,73,[800.78125],108.59,鎮静系
1750746689.602716,72,"[815.4296875, 823.2421875]",100.73,鎮静系
1750746690.548832,72,[762.6953125],95.42,鎮静系
1750746691.5378602,72,[792.96875],95.42,鎮静系
1750746692.5279205,72,[846.6796875],94.96,鎮静系
1750746693.5629022,72,[777.34375],78.46,鎮静系
1750746694.5525725,72,"[762.6953125, 846.6796875]",49.36,鎮静系
1750746695.5435624,72,[800.78125],49.36,鎮静系
1750746696.5321584,73,[800.78125],49.11,鎮静系
1750746697.5231178,73,[876.953125],55.23,鎮静系
1750746698.6474729,73,[815.4296875],55.35,鎮静系
1750746699.5479386,72,"[785.15625, 792.96875]",52.44,鎮静系
1750746700.5377772,72,[701.171875],56.14,鎮静系
1750746701.5277715,72,"[716.796875, 686.5234375]",49.73,鎮静系
1750746702.56336,72,[625.0],51.57,鎮静系
1750746703.5531135,73,[625.0],51.57,鎮静系
1750746714.5327065,72,"[792.96875, 838.8671875, 770.5078125, 815.4296875]",74.82,鎮静系
1750746715.567751,72,"[831.0546875, 770.5078125]",71.20,鎮静系
1750746716.5574186,72,[762.6953125],70.53,鎮静系
1750746717.548775,72,[754.8828125],67.53,鎮静系
1750746718.5395112,72,[556.640625],94.48,鎮静系
1750762541.0947053,60,"[1044.921875, 1029.296875, 1052.734375, 1121.09375]",42.69,鎮静系
1750762542.1286104,58,[1075.1953125],43.51,鎮静系
1750762543.121571,56,[1052.734375],40.19,鎮静系
1750762544.1113977,55,[1098.6328125],41.20,鎮静系
1750762545.096947,55,[1006.8359375],51.56,鎮静系
1750762546.0907283,55,[1006.8359375],48.23,鎮静系
1750762547.120817,55,[976.5625],46.58,鎮静系
1750762615.1573887,89,"[686.5234375, 670.8984375, 663.0859375, 602.5390625]",105.43,鎮静系
1750762616.1067467,89,"[678.7109375, 640.625]",107.85,鎮静系
1750762617.0963879,90,[632.8125],103.45,鎮静系
1750762673.1246877,93,"[1029.296875, 1235.3515625, 1044.921875, 884.765625]",174.04,鎮静系
1750762674.1096547,93,[1205.078125],204.17,鎮静系
1750762675.1060886,91,[1105.46875],205.86,鎮静系
1750762676.134629,91,[960.9375],209.89,鎮静系
1750762677.1204894,91,[1243.1640625],229.66,鎮静系
1750762678.1199534,80,[1059.5703125],237.66,鎮静系
1750762698.1443594,68,"[930.6640625, 1258.7890625, 1006.8359375, 1083.0078125]",221.19,鎮静系
1750762699.1364863,60,[968.75],197.43,鎮静系
1750762700.1235597,60,[846.6796875],198.82,鎮静系
1750762701.1162736,60,[922.8515625],194.56,鎮静系
1750762702.106735,61,[953.125],170.60,鎮静系
1750762722.131499,70,"[899.4140625, 785.15625, 754.8828125, 770.5078125]",79.98,鎮静系
1750762723.1208072,70,"[739.2578125, 716.796875]",66.83,鎮静系
1750762724.149617,71,[686.5234375],53.97,鎮静系
1750762751.1086564,82,"[518.5546875, 495.1171875, 708.984375, 732.421875, 724.609375]",92.95,鎮静系
1750762752.1853962,81,[686.5234375],93.67,鎮静系
1750762753.1347125,80,[670.8984375],93.23,鎮静系
1750762754.1289766,81,"[693.359375, 579.1015625]",100.20,鎮静系
1750762755.11625,81,"[625.0, 693.359375]",87.17,鎮静系
1750762756.1503332,82,[632.8125],54.07,鎮静系
1750762789.1350071,90,"[610.3515625, 678.7109375, 648.4375, 937.5]",112.38,鎮静系
1750762814.1571276,81,"[983.3984375, 693.359375, 1373.046875, 785.15625]",331.18,鎮静系
1750762873.14133,85,"[693.359375, 602.5390625, 625.0, 610.3515625, 632.8125]",318.28,鎮静系
1750762874.1406105,87,[610.3515625],318.00,鎮静系
1750762875.1239727,89,"[670.8984375, 663.0859375]",202.14,鎮静系
1750762876.166364,90,[648.4375],49.83,鎮静系
1750762877.1558957,91,"[686.5234375, 617.1875]",36.40,鎮静系
1750762878.274871,91,[732.421875],52.39,鎮静系
1750762880.113923,89,[716.796875],52.42,鎮静系
1750762881.2068825,88,"[640.625, 648.4375]",57.34,鎮静系
1750762882.2843325,87,[686.5234375],55.15,鎮静系
1750762883.455492,86,[678.7109375],55.15,鎮静系
1750762903.2041855,90,"[632.8125, 648.4375, 602.5390625, 785.15625]",71.04,鎮静系
1750762904.1529574,92,[732.421875],73.00,鎮静系
1750762907.1619244,89,"[930.6640625, 838.8671875]",99.90,鎮静系
1750762908.200652,85,[815.4296875],99.40,鎮静系
1750762931.1519337,84,"[808.59375, 693.359375, 625.0, 602.5390625, 586.9140625]",88.07,鎮静系
1750762932.1461413,87,[586.9140625],86.30,鎮静系
1750762933.1351464,88,"[571.2890625, 594.7265625]",47.25,鎮静系
1750762939.1620622,93,"[716.796875, 693.359375, 655.2734375, 686.5234375]",46.45,鎮静系
1750762940.1559148,91,[762.6953125],52.41,鎮静系
1750762941.146153,89,"[777.34375, 815.4296875]",53.89,鎮静系
1750762942.1351383,87,[892.578125],59.48,鎮静系
1750762943.1721618,85,[808.59375],65.28,鎮静系
1750762944.155968,84,[831.0546875],51.59,鎮静系
1750762945.1456964,82,[838.8671875],51.06,鎮静系
1750762946.1413543,80,[777.34375],53.54,鎮静系
1750762947.1757977,79,"[770.5078125, 1014.6484375]",93.50,鎮静系
1750762948.1601815,77,[739.2578125],130.94,鎮静系
1750762949.15603,75,[785.15625],131.21,鎮静系
1750762950.1403306,73,[823.2421875],129.29,鎮静系
1750762951.1816251,72,"[724.609375, 670.8984375]",131.45,鎮静系
1750762952.168994,71,[670.8984375],131.42,鎮静系
1750762953.161358,72,[640.625],130.20,鎮静系
1750762990.2362306,72,"[1044.921875, 991.2109375, 785.15625, 983.3984375]",170.97,鎮静系
1750762991.1379251,69,[808.59375],180.18,鎮静系
1750762995.1392589,66,[876.953125],178.62,鎮静系
1750762996.1823382,68,[800.78125],179.52,鎮静系
1750763057.2002847,75,"[846.6796875, 648.4375, 808.59375, 854.4921875]",146.04,鎮静系
1750763058.1906374,76,[716.796875],136.81,鎮静系
1750763059.1816554,76,[800.78125],123.02,鎮静系
1750763060.1720371,75,"[732.421875, 732.421875]",108.35,鎮静系
1750763074.2058527,77,"[670.8984375, 701.171875, 617.1875, 488.28125]",82.44,鎮静系
1750763075.1524298,75,"[770.5078125, 762.6953125]",115.38,鎮静系
1750763077.166574,74,[724.609375],112.65,鎮静系
1750763078.1679587,74,"[708.984375, 754.8828125]",111.50,鎮静系
1750763079.1600766,74,[754.8828125],109.60,鎮静系
1750763081.1740477,75,"[724.609375, 739.2578125]",106.07,鎮静系
1750763082.2213202,77,[777.34375],97.81,鎮静系
1750763083.255162,78,[754.8828125],27.79,分類不能
1750763084.1555254,78,"[747.0703125, 770.5078125]",25.92,分類不能
1750763088.200043,78,"[716.796875, 686.5234375, 693.359375, 670.8984375]",28.15,分類不能
1750763089.1510596,78,"[678.7109375, 663.0859375]",25.33,分類不能
1750763090.1836078,79,[594.7265625],33.24,鎮静系
1750763091.1758666,81,[648.4375],37.66,鎮静系
1750763092.161746,82,[617.1875],38.29,鎮静系
1750763093.155578,83,"[670.8984375, 640.625]",38.29,鎮静系
1750763094.1839836,84,[701.171875],43.22,鎮静系
1750763095.1792383,86,"[686.5234375, 754.8828125]",48.46,鎮静系
1750763208.058291,83,"[594.7265625, 869.140625, 762.6953125, 655.2734375]",123.01,鎮静系
1750763208.3801763,75,[708.984375],123.01,鎮静系
1750763208.3941474,76,"[747.0703125, 785.15625, 701.171875, 792.96875]",126.97,鎮静系
1750763208.399008,77,[770.5078125],115.44,鎮静系
1750763208.4032094,78,[716.796875],72.67,鎮静系
1750763208.4102204,80,[815.4296875],71.43,鎮静系
1750763208.4133623,79,[937.5],74.00,鎮静系
1750763208.4153688,76,[686.5234375],110.25,鎮静系
1750763208.4202244,75,[648.4375],110.25,鎮静系
1750763208.4242444,75,[808.59375],121.83,鎮静系
1750763208.4262528,76,[983.3984375],132.12,鎮静系
1750763208.4282641,77,[716.796875],156.26,鎮静系
1750763208.4322844,72,[701.171875],156.16,鎮静系
1750763264.1983097,70,"[960.9375, 915.0390625, 838.8671875, 953.125]",83.59,鎮静系
1750763265.189882,69,[884.765625],80.06,鎮静系
1750763266.1799967,68,[815.4296875],78.03,鎮静系
1750763267.171306,66,[876.953125],75.53,鎮静系
1750763268.2082753,65,[976.5625],79.42,鎮静系
1750763294.20736,68,"[861.328125, 815.4296875, 953.125, 953.125]",88.56,鎮静系
1750763295.2970805,68,[1021.484375],83.14,鎮静系
1750763296.2415764,68,[945.3125],83.89,鎮静系
1750763297.1874125,65,[892.578125],82.54,鎮静系
1750763298.1796787,61,[899.4140625],79.98,鎮静系
1750763299.2088244,59,[861.328125],73.86,鎮静系
1750763300.2022455,60,"[808.59375, 861.328125]",66.06,鎮静系
1750763301.188482,61,[899.4140625],49.18,鎮静系
1750763302.182469,63,[846.6796875],52.22,鎮静系
1750763303.2168474,64,[831.0546875],47.28,鎮静系
1750763304.208173,64,[915.0390625],48.73,鎮静系
1750763305.1983304,65,[869.140625],47.95,鎮静系
1750763306.1874971,66,[876.953125],47.97,鎮静系
1750763365.228667,74,"[732.421875, 785.15625, 732.421875, 693.359375]",66.85,鎮静系
1750763385.2066627,64,[770.5078125],69.44,鎮静系
1750763386.1951613,66,[777.34375],69.28,鎮静系
1750763389.2106693,72,[739.2578125],64.63,鎮静系
1750763420.211175,75,"[854.4921875, 838.8671875, 854.4921875, 922.8515625]",57.92,鎮静系
1750763421.1963723,73,[922.8515625],55.19,鎮静系
1750763422.1984413,72,[876.953125],55.77,鎮静系
1750763423.221459,71,[899.4140625],50.05,鎮静系
1750763424.222742,69,[907.2265625],50.07,鎮静系
1750763425.2130845,67,[815.4296875],57.29,鎮静系
1750763453.188005,67,"[915.0390625, 838.8671875, 976.5625, 1067.3828125]",77.48,鎮静系
1750763454.1791809,67,[899.4140625],95.59,鎮静系
1750763455.227449,65,[564.453125],146.19,鎮静系
1750763551.2130172,70,"[892.578125, 869.140625, 922.8515625, 892.578125, 884.765625]",176.29,鎮静系
1750763552.237269,68,[861.328125],170.39,鎮静系
1750763553.2353947,67,[945.3125],170.00,鎮静系
1750763554.227004,67,[899.4140625],161.24,鎮静系
1750763555.2047765,67,[861.328125],117.02,鎮静系
1750763565.2071583,60,"[899.4140625, 876.953125, 808.59375, 1075.1953125]",99.40,鎮静系
1750763566.2301385,59,[915.0390625],112.80,鎮静系
1750763567.2314496,59,[838.8671875],115.36,鎮静系
1750763568.211361,60,[915.0390625],114.75,鎮静系
1750763569.2076182,61,[976.5625],115.56,鎮静系
1750763570.2437382,62,"[747.0703125, 594.7265625]",146.50,鎮静系
1750763572.2211585,63,[1403.3203125],306.68,鎮静系
1750763573.209677,63,[876.953125],352.59,鎮静系
1750763574.20818,63,[999.0234375],343.62,鎮静系
1750763575.2305372,63,[968.75],339.60,鎮静系
1750763576.2330468,63,[1067.3828125],340.24,鎮静系
1750763577.2210977,63,[976.5625],340.64,鎮静系
1750763578.209486,62,[1014.6484375],340.26,鎮静系
1750763587.2049735,62,"[1067.3828125, 937.5, 1029.296875, 1006.8359375]",84.21,鎮静系
1750763588.2486484,61,[1021.484375],73.89,鎮静系
1750763589.227418,60,[1021.484375],73.20,鎮静系
1750763590.215853,59,[960.9375],68.44,鎮静系
1750763591.2148979,59,[846.6796875],72.24,鎮静系
1750763592.2509558,59,[892.578125],72.74,鎮静系
1750763593.242265,59,"[831.0546875, 808.59375]",59.87,鎮静系
1750763594.2256424,60,[792.96875],51.73,鎮静系
1750763595.2206228,61,[922.8515625],67.04,鎮静系
1750763596.2118773,62,[854.4921875],70.64,鎮静系
1750763642.2470868,71,"[892.578125, 732.421875, 785.15625, 815.4296875]",79.49,鎮静系
1750763705.2473388,72,"[869.140625, 808.59375, 831.0546875, 876.953125]",70.42,鎮静系
1750763706.2355082,72,[991.2109375],76.75,鎮静系
1750763707.3167124,71,[1181.640625],98.79,鎮静系
1750763714.245467,64,"[876.953125, 892.578125, 846.6796875, 808.59375]",130.06,鎮静系
1750763715.237743,65,[876.953125],130.49,鎮静系
1750763716.2247005,65,[884.765625],130.30,鎮静系
1750763744.257899,68,"[899.4140625, 861.328125, 1387.6953125, 854.4921875]",252.01,鎮静系
1750763745.247415,67,[892.578125],252.27,鎮静系
1750763746.2340283,65,[922.8515625],252.01,鎮静系
1750763747.2291548,64,[785.15625],255.84,鎮静系
1750763748.2981312,65,"[884.765625, 869.140625]",257.02,鎮静系
1750763749.2879157,66,[823.2421875],257.43,鎮静系
1750763750.2393677,66,[686.5234375],261.12,鎮静系
1750763815.407051,92,"[869.140625, 869.140625, 976.5625, 869.140625]",108.71,鎮静系
1750763818.2423506,89,[739.2578125],107.63,鎮静系
1750763819.2778828,80,[1105.46875],159.32,鎮静系
1750763831.235934,74,"[754.8828125, 739.2578125, 732.421875, 739.2578125]",181.75,鎮静系
1750763832.2774801,75,[708.984375],182.03,鎮静系
1750763833.2708082,75,"[693.359375, 686.5234375]",174.94,鎮静系
1750763834.2589371,76,[663.0859375],169.68,鎮静系
1750763835.241795,77,"[655.2734375, 670.8984375]",16.33,分類不能
1750763843.2625453,87,"[686.5234375, 678.7109375, 663.0859375, 663.0859375, 648.4375]",13.60,緊張系
1750763844.2522576,87,[610.3515625],18.47,緊張系
1750763845.2280762,87,"[602.5390625, 594.7265625]",16.93,緊張系
1750763846.277282,87,[586.9140625],16.32,緊張系
1750763872.2794206,84,"[610.3515625, 732.421875, 632.8125, 846.6796875]",90.04,鎮静系
1750763879.3069286,86,"[655.2734375, 663.0859375, 663.0859375, 632.8125]",109.94,鎮静系
1750763882.2764802,87,[586.9140625],110.97,鎮静系
1750763893.2561712,91,"[678.7109375, 754.8828125, 777.34375, 678.7109375]",84.45,鎮静系
1750763894.2365503,88,"[800.78125, 770.5078125]",69.36,鎮静系
1750763895.2717822,85,[732.421875],70.52,鎮静系
1750763896.2709353,82,[716.796875],69.98,鎮静系
1750763897.2538104,80,"[701.171875, 648.4375]",63.75,鎮静系
1750763898.2940705,79,[701.171875],61.06,鎮静系
1750763899.2840955,80,"[739.2578125, 724.609375]",52.69,鎮静系
1750763900.3098211,80,[701.171875],34.37,鎮静系
1750763901.265678,80,[739.2578125],35.22,鎮静系
1750763902.256179,80,"[716.796875, 724.609375]",33.39,鎮静系
1750763903.2441258,80,[670.8984375],37.53,鎮静系
1750763907.2519567,80,"[686.5234375, 464.84375, 442.3828125, 678.7109375]",111.15,鎮静系
1750763908.2856693,80,[747.0703125],113.19,鎮静系
1750763918.2769687,76,"[693.359375, 892.578125, 907.2265625, 937.5, 831.0546875]",135.48,鎮静系
1750763930.2917407,74,"[777.34375, 762.6953125, 716.796875, 693.359375]",82.19,鎮静系
1750763931.2809,74,[693.359375],80.21,鎮静系
1750763932.2682703,75,"[693.359375, 716.796875]",45.40,鎮静系
1750763933.2530544,76,[732.421875],44.57,鎮静系
1750763934.2514713,77,[701.171875],28.92,分類不能
1750763935.3751647,79,"[747.0703125, 708.984375]",29.78,分類不能
1750763936.276954,80,[739.2578125],27.47,分類不能
1750763947.3442295,86,"[701.171875, 640.625, 701.171875, 663.0859375]",42.07,鎮静系
1750763950.2586591,87,[625.0],43.63,鎮静系
1750763951.2501202,87,"[678.7109375, 655.2734375]",44.08,鎮静系
1750763952.2607327,87,[678.7109375],42.93,鎮静系
1750763953.2805016,87,"[655.2734375, 678.7109375]",41.25,鎮静系
1750763954.2765899,87,[716.796875],38.15,鎮静系
1750763955.2602925,87,[724.609375],32.48,鎮静系
1750763984.3375003,78,"[762.6953125, 983.3984375, 800.78125, 777.34375]",98.44,鎮静系
1750763985.3711784,76,[976.5625],118.49,鎮静系
1750763986.2692719,76,[823.2421875],128.80,鎮静系
1750763987.2612417,75,[777.34375],129.47,鎮静系
1750764049.267129,87,"[762.6953125, 762.6953125, 1067.3828125, 953.125]",151.04,鎮静系
1750764050.3058205,89,"[648.4375, 640.625]",171.37,鎮静系
1750764051.3387287,91,[693.359375],158.95,鎮静系
1750764052.2755485,92,"[678.7109375, 724.609375]",150.59,鎮静系
1750764053.2660818,91,[762.6953125],151.05,鎮静系
1750764054.260719,89,[808.59375],151.82,鎮静系
1750764055.332739,87,"[808.59375, 838.8671875]",106.70,鎮静系
1750764056.2919595,85,[754.8828125],43.06,鎮静系
1750764057.3217263,82,[708.984375],45.63,鎮静系
1750764058.3162484,80,"[663.0859375, 762.6953125]",55.55,鎮静系
1750764071.2678173,89,"[648.4375, 655.2734375, 625.0, 610.3515625, 640.625]",63.54,鎮静系
1750764072.261922,89,[655.2734375],57.25,鎮静系
1750764073.292885,90,"[648.4375, 625.0]",53.63,鎮静系
1750764074.2897801,90,[632.8125],42.19,鎮静系
1750764075.2797604,90,[617.1875],18.89,緊張系
1750764078.3296516,92,[564.453125],25.70,緊張系
1750764079.280051,92,[640.625],34.69,鎮静系
1750764080.2691488,92,[678.7109375],36.61,鎮静系
1750764099.26697,102,"[648.4375, 602.5390625, 632.8125, 510.7421875]",56.94,鎮静系
1750764100.297234,102,"[686.5234375, 617.1875]",84.71,鎮静系
1750764104.3078945,96,[564.453125],84.71,鎮静系
1750764106.2868419,96,[541.015625],81.19,鎮静系
1750764107.272623,96,[495.1171875],81.64,鎮静系
1750764140.3048766,85,"[678.7109375, 716.796875, 663.0859375, 586.9140625, 556.640625]",78.18,鎮静系
1750764141.2913632,89,"[526.3671875, 594.7265625]",76.74,鎮静系
1750764205.32779,119,"[701.171875, 800.78125, 915.0390625, 937.5]",74.54,鎮静系
1750764206.3108797,91,[869.140625],75.86,鎮静系
1750764207.3062165,83,[968.75],78.82,鎮静系
1750764208.2981527,77,[999.0234375],78.82,鎮静系
1750764209.288175,73,"[968.75, 876.953125]",81.42,鎮静系
1750764210.3701677,73,[884.765625],73.33,鎮静系
1750764211.3139646,72,[937.5],67.71,鎮静系
1750764212.3063433,70,[823.2421875],67.71,鎮静系
1750764213.2951052,69,[808.59375],67.47,鎮静系
1750764214.2850049,67,[922.8515625],74.05,鎮静系
1750764215.3200936,67,[899.4140625],66.65,鎮静系
1750764216.3098009,68,"[762.6953125, 846.6796875]",84.25,鎮静系
1750764217.2938583,67,[899.4140625],80.44,鎮静系
1750764218.2872608,67,[861.328125],81.40,鎮静系
1750764219.2815232,69,[732.421875],90.35,鎮静系
1750764231.2968218,75,"[777.34375, 739.2578125, 876.953125, 762.6953125]",95.50,鎮静系
1750764232.3624678,75,[815.4296875],85.74,鎮静系
1750764233.3100781,75,[739.2578125],84.93,鎮静系
1750764252.3118362,70,"[854.4921875, 815.4296875, 922.8515625, 876.953125]",88.51,鎮静系
1750764253.3020213,69,[892.578125],87.75,鎮静系
1750764254.2926092,69,[899.4140625],74.82,鎮静系
1750764265.3153567,64,"[907.2265625, 846.6796875, 983.3984375, 922.8515625]",67.94,鎮静系
1750764267.2933767,63,[831.0546875],73.37,鎮静系
1750764275.3043041,66,"[1044.921875, 884.765625, 915.0390625, 876.953125]",109.68,鎮静系
1750764276.3828182,67,[892.578125],109.77,鎮静系
1750764277.3299925,67,[831.0546875],109.83,鎮静系
1750764278.3201094,67,[831.0546875],99.93,鎮静系
1750764280.3901591,67,[808.59375],98.16,鎮静系
1750764284.395051,70,[838.8671875],93.81,鎮静系
1750764285.33553,70,[907.2265625],65.10,鎮静系
1750764286.332326,71,[899.4140625],37.34,鎮静系
1750764310.3117065,77,"[823.2421875, 1311.5234375, 1418.9453125, 1380.859375]",171.06,鎮静系
1750764326.336004,76,[716.796875],279.75,鎮静系
1750764327.3267915,75,"[770.5078125, 732.421875]",280.33,鎮静系
1750764343.302801,77,"[754.8828125, 808.59375, 754.8828125, 777.34375]",227.32,鎮静系
1750764344.337872,77,[838.8671875],225.42,鎮静系
1750764345.3288074,76,"[785.15625, 754.8828125]",45.58,鎮静系
1750764346.4064205,75,[861.328125],54.92,鎮静系
1750764347.3043149,75,[792.96875],58.09,鎮静系
1750764348.3858063,75,[762.6953125],58.48,鎮静系
1750764349.3284745,74,"[815.4296875, 777.34375]",57.00,鎮静系
1750764350.3135946,73,[762.6953125],56.72,鎮静系
1750764351.3108346,74,[785.15625],53.41,鎮静系
1750764352.3022149,74,[854.4921875],55.37,鎮静系
1750764353.3380134,74,[808.59375],56.55,鎮静系
1750764354.322841,74,"[808.59375, 854.4921875]",40.67,鎮静系
1750764355.3160932,74,[792.96875],44.42,鎮静系
1750764356.3073852,73,[762.6953125],42.02,鎮静系
1750764357.334211,72,[831.0546875],46.09,鎮静系
1750764358.327709,72,"[815.4296875, 770.5078125]",47.91,鎮静系
1750764359.321721,72,[823.2421875],45.50,鎮静系
1750764360.300853,72,[884.765625],47.50,鎮静系
1750764361.4341712,72,[815.4296875],52.83,鎮静系
1750764362.3346632,72,[815.4296875],50.56,鎮静系
1750764363.3246567,72,[846.6796875],47.38,鎮静系
1750764364.3161018,72,"[754.8828125, 792.96875]",52.16,鎮静系
1750764365.2960558,72,[831.0546875],53.43,鎮静系
1750764366.33958,72,[792.96875],52.84,鎮静系
1750764367.3293264,72,[823.2421875],50.84,鎮静系
1750764368.3080168,72,[884.765625],50.84,鎮静系
