timestamp,heart_rate,rr_ms,rmssd,emotion
1750764369.3103719,72,[823.2421875],49.71,鎮静系
1750764380.3361998,77,"[747.0703125, 732.421875, 762.6953125, 762.6953125]",45.12,鎮静系
1750764381.3264549,77,[838.8671875],50.19,鎮静系
1750764382.406074,77,[747.0703125],57.40,鎮静系
1750764383.3009062,77,"[854.4921875, 777.34375]",68.67,鎮静系
1750764384.384662,76,[777.34375],65.53,鎮静系
1750764385.3247585,76,[808.59375],61.31,鎮静系
1750764386.3207605,75,[854.4921875],63.00,鎮静系
1750764387.302489,74,[808.59375],64.04,鎮静系
1750764399.414146,72,"[999.0234375, 762.6953125, 762.6953125, 777.34375]",107.22,鎮静系
1750764400.3158267,72,"[792.96875, 747.0703125]",105.34,鎮静系
1750764401.3077285,73,[732.421875],104.94,鎮静系
1750764402.3271587,73,[777.34375],104.89,鎮静系
1750764403.4188864,74,[777.34375],103.77,鎮静系
1750764404.3185384,75,"[785.15625, 838.8671875]",29.33,分類不能
1750764415.34636,75,"[785.15625, 777.34375, 854.4921875, 815.4296875]",41.64,鎮静系
1750764416.4244952,74,[777.34375],43.25,鎮静系
1750764417.3712537,74,[815.4296875],42.52,鎮静系
1750764418.315471,72,[640.625],72.13,鎮静系
1750764421.329941,73,[617.1875],72.51,鎮静系
1750819757.3569436,81,"[732.421875, 770.5078125, 792.96875, 716.796875]",50.85,鎮静系
1750819758.3480692,81,"[785.15625, 800.78125]",50.35,鎮静系
1750819759.3378563,80,[785.15625],46.40,鎮静系
1750819760.3224146,79,[701.171875],53.41,鎮静系
1750819772.3480802,81,"[625.0, 770.5078125, 762.6953125, 724.609375, 739.2578125]",67.43,鎮静系
1750819773.3307507,81,[808.59375],67.54,鎮静系
1750819774.3232841,81,[838.8671875],68.09,鎮静系
1750819775.4218483,81,[770.5078125],71.61,鎮静系
1750819776.3461769,80,[762.6953125],65.96,鎮静系
1750819777.3379,78,"[785.15625, 777.34375]",37.64,鎮静系
1750819778.3254797,78,[739.2578125],39.64,鎮静系
1750819779.3636408,77,"[739.2578125, 777.34375]",39.33,鎮静系
1750819780.3474977,78,[800.78125],32.77,鎮静系
1750819781.341429,78,[747.0703125],35.95,鎮静系
1750819782.3303192,77,[777.34375],29.59,分類不能
1750819783.3248339,77,"[815.4296875, 785.15625]",32.80,鎮静系
1750819784.3549485,77,[732.421875],37.12,鎮静系
1750819785.347148,76,[754.8828125],35.67,鎮静系
1750819786.3380404,75,"[770.5078125, 747.0703125]",34.64,鎮静系
1750819787.3268862,75,[708.984375],36.05,鎮静系
1750819788.3632984,76,[739.2578125],32.88,鎮静系
1750819789.351557,76,[792.96875],36.05,鎮静系
1750819790.343107,77,"[800.78125, 762.6953125]",34.71,鎮静系
1750819791.3315835,77,[792.96875],31.58,鎮静系
1750819792.3214517,77,[815.4296875],31.58,鎮静系
1750819793.379629,76,[770.5078125],34.56,鎮静系
1750819794.3470602,76,"[732.421875, 747.0703125]",34.02,鎮静系
1750819795.3383026,76,[785.15625],34.88,鎮静系
1750819835.3412256,74,"[808.59375, 785.15625, 815.4296875, 892.578125]",38.88,鎮静系
1750819836.3310256,74,[884.765625],38.24,鎮静系
1750819837.3227136,74,[785.15625],48.38,鎮静系
1750819838.356103,73,[899.4140625],60.25,鎮静系
1750819842.3639512,71,[831.0546875],64.23,鎮静系
1750819843.3538182,71,[686.5234375],79.28,鎮静系
1750819849.3386989,74,"[762.6953125, 792.96875, 770.5078125, 800.78125]",79.40,鎮静系
1750819850.373024,75,"[792.96875, 861.328125]",75.64,鎮静系
1750819865.355884,84,"[648.4375, 625.0, 915.0390625, 861.328125, 831.0546875]",124.70,鎮静系
1750819866.3476572,82,[846.6796875],124.58,鎮静系
1750819867.3392377,81,[602.5390625],148.47,鎮静系
1750819868.373058,79,[1098.6328125],222.22,鎮静系
1750819873.3672855,75,"[792.96875, 777.34375, 739.2578125, 785.15625]",212.65,鎮静系
1750819882.4554386,79,"[815.4296875, 732.421875, 739.2578125, 823.2421875]",199.51,鎮静系
1750819883.4011567,79,[716.796875],117.13,鎮静系
1750819884.3477848,78,[670.8984375],59.76,鎮静系
1750819889.338565,78,"[770.5078125, 770.5078125, 777.34375, 785.15625, 762.6953125]",58.76,鎮静系
1750819890.3322423,77,[632.8125],72.95,鎮静系
1750819891.4134927,76,[831.0546875],94.36,鎮静系
1750819892.357048,77,"[762.6953125, 808.59375]",90.36,鎮静系
1750819893.348219,78,[808.59375],84.04,鎮静系
1750819894.338564,78,[815.4296875],84.07,鎮静系
1750819895.3720932,78,[861.328125],85.42,鎮静系
1750819896.3639617,78,[899.4140625],86.32,鎮静系
1750819897.353639,77,[739.2578125],101.22,鎮静系
1750819898.3415582,76,[1113.28125],154.64,鎮静系
1750819899.3311946,74,[915.0390625],154.64,鎮静系
1750819900.3631794,72,[869.140625],153.72,鎮静系
1750819901.3560305,70,"[930.6640625, 869.140625]",155.68,鎮静系
1750819903.338866,66,"[1029.296875, 899.4140625]",169.47,鎮静系
1750819923.3642583,64,"[838.8671875, 800.78125, 754.8828125, 762.6953125]",81.30,鎮静系
1750819924.346549,67,[785.15625],80.19,鎮静系
1750819931.3718803,76,"[983.3984375, 724.609375, 670.8984375, 831.0546875]",125.87,鎮静系
1750819932.4516895,78,"[785.15625, 762.6953125]",124.76,鎮静系
1750819964.3568418,75,"[762.6953125, 884.765625, 838.8671875, 808.59375]",113.55,鎮静系
1750819965.3480294,72,"[876.953125, 838.8671875]",76.24,鎮静系
1750819966.3387327,73,[945.3125],64.97,鎮静系
1750819967.3731678,72,[823.2421875],75.12,鎮静系
1750819968.363639,71,[869.140625],76.29,鎮静系
1750819969.3525968,71,[861.328125],76.34,鎮静系
1750819991.3571312,80,"[724.609375, 808.59375, 663.0859375, 869.140625]",115.10,鎮静系
1750820024.3414085,81,"[754.8828125, 754.8828125, 1006.8359375, 1083.0078125]",138.15,鎮静系
1750820025.3728836,80,[1014.6484375],139.99,鎮静系
1750820026.365884,78,[1128.90625],137.74,鎮静系
1750820027.3561034,77,[1227.5390625],138.81,鎮静系
1750820028.347076,75,[1105.46875],136.28,鎮静系
1750820030.3714995,63,[1121.09375],117.82,鎮静系
1750820031.3627708,60,[1197.265625],114.35,鎮静系
1750820032.437737,60,[999.0234375],132.07,鎮静系
1750820033.38736,59,[999.0234375],101.93,鎮静系
1750820034.3719213,57,[1037.109375],99.53,鎮静系
1750820035.366891,57,[1006.8359375],97.41,鎮静系
1750820036.3566902,56,[937.5],92.59,鎮静系
1750820037.3473387,57,[1083.0078125],99.22,鎮静系
1750820038.3810627,58,[1075.1953125],90.53,鎮静系
1750820039.3731658,58,[999.0234375],93.87,鎮静系
1750820040.3632886,58,[838.8671875],104.97,鎮静系
1750820041.353724,58,[945.3125],88.94,鎮静系
1750820042.3879247,57,[815.4296875],98.92,鎮静系
1750820043.3728073,58,"[846.6796875, 792.96875]",99.75,鎮静系
1750820044.364905,59,[815.4296875],97.33,鎮静系
1750820045.3548987,61,[808.59375],84.41,鎮静系
1750820046.3475313,63,[1143.5546875],139.95,鎮静系
1750820047.3811266,64,[1044.921875],141.50,鎮静系
1750820048.3727422,65,[991.2109375],132.26,鎮静系
1750820049.3640435,65,[1083.0078125],131.03,鎮静系
1750820050.347423,64,[1052.734375],124.08,鎮静系
1750820051.388339,63,[937.5],129.47,鎮静系
1750820052.3787048,61,[968.75],128.65,鎮静系
1750820053.3663378,60,[999.0234375],128.83,鎮静系
1750820054.3559902,59,[930.6640625],130.81,鎮静系
1750820060.3884737,58,"[1083.0078125, 838.8671875, 1014.6484375, 960.9375]",123.54,鎮静系
1750820061.376704,60,[869.140625],126.87,鎮静系
1750820062.3681855,60,[1006.8359375],129.34,鎮静系
1750820063.3552742,61,[991.2109375],129.02,鎮静系
1750820064.3916664,61,[915.0390625],131.11,鎮静系
1750820065.3801525,61,[999.0234375],132.11,鎮静系
1750820066.3726132,61,[1037.109375],122.62,鎮静系
1750820067.3637776,61,[945.3125],96.69,鎮静系
1750820068.3476114,60,[976.5625],77.62,鎮静系
1750820069.3882291,60,[1059.5703125],80.44,鎮静系
1750820070.371853,60,[1052.734375],74.42,鎮静系
1750820071.3657994,60,[937.5],70.06,鎮静系
1750820072.3561547,60,[999.0234375],72.81,鎮静系
1750820073.4382293,59,[983.3984375],68.44,鎮静系
1750820074.3810928,60,[922.8515625],65.63,鎮静系
1750820075.3718405,60,[999.0234375],69.22,鎮静系
1750820076.36329,60,[1159.1796875],81.88,鎮静系
1750820077.3536994,60,[976.5625],101.50,鎮静系
1750820078.3884366,60,[1021.484375],98.79,鎮静系
1750820079.3759558,59,[1052.734375],99.31,鎮静系
1750820080.3638656,59,[922.8515625],101.30,鎮静系
1750820081.3576522,58,[915.0390625],99.24,鎮静系
1750820082.391291,58,[968.75],100.71,鎮静系
1750820083.3800805,58,[953.125],98.80,鎮静系
1750820084.3734157,58,[976.5625],95.80,鎮静系
1750820085.3626478,59,[1113.28125],91.68,鎮静系
1750820086.3536692,59,[1105.46875],68.60,鎮静系
1750820087.38914,59,[976.5625],79.55,鎮静系
1750820088.3720746,59,[1037.109375],81.41,鎮静系
1750820089.3656309,58,[999.0234375],70.10,鎮静系
1750820090.3568141,58,[922.8515625],74.51,鎮静系
1750820091.3942425,58,[960.9375],73.43,鎮静系
1750820092.3814533,59,[945.3125],73.43,鎮静系
1750820093.3734581,59,[876.953125],76.49,鎮静系
1750820094.3641944,60,[930.6640625],63.99,鎮静系
1750820095.3536465,61,[999.0234375],67.87,鎮静系
1750820102.3720539,63,"[1831.0546875, 968.75, 1075.1953125, 1014.6484375]",403.43,鎮静系
1750820103.3625486,64,[945.3125],403.89,鎮静系
1750820105.3875015,61,[1006.8359375],404.37,鎮静系
1750820106.3736415,60,"[983.3984375, 922.8515625]",403.91,鎮静系
1750820108.357055,59,[1090.8203125],407.14,鎮静系
1750820109.3907812,60,"[907.2265625, 899.4140625]",99.88,鎮静系
1750820110.471886,60,[754.8828125],105.06,鎮静系
1750820111.3718863,60,[937.5],119.73,鎮静系
1750820112.3623924,60,[792.96875],126.98,鎮静系
1750820123.3874514,64,"[991.2109375, 1014.6484375, 945.3125, 945.3125]",130.62,鎮静系
1750820124.3738124,62,[1021.484375],118.16,鎮静系
1750820125.3636117,61,[869.140625],128.58,鎮静系
1750820126.4465208,60,[1059.5703125],135.06,鎮静系
1750820127.3905764,60,[1037.109375],120.80,鎮静系
1750820128.3818574,60,[1067.3828125],111.23,鎮静系
1750820129.3717558,60,[968.75],95.32,鎮静系
1750820130.4526663,59,[1037.109375],97.70,鎮静系
1750820131.3971553,59,[1121.09375],98.97,鎮静系
1750820136.3908353,58,"[884.765625, 1075.1953125, 907.2265625, 899.4140625]",126.17,鎮静系
1750820137.3823214,58,[922.8515625],126.19,鎮静系
1750820138.3725467,59,[922.8515625],125.78,鎮静系
1750820139.3624566,60,[838.8671875],124.60,鎮静系
1750820140.3966491,61,[907.2265625],124.60,鎮静系
1750820141.387536,62,[922.8515625],121.52,鎮静系
1750820142.3725753,63,[915.0390625],92.57,鎮静系
1750820143.365356,64,[983.3984375],71.12,鎮静系
1750820144.448964,64,[1059.5703125],50.68,鎮静系
1750820145.4826572,63,[937.5],64.94,鎮静系
1750820146.4254475,62,[999.0234375],67.65,鎮静系
1750820147.3723438,61,[1052.734375],69.98,鎮静系
1750820167.3969953,65,"[937.5, 1014.6484375, 915.0390625, 1128.90625]",109.00,鎮静系
1750820168.38793,62,[991.2109375],116.06,鎮静系
1750820169.3770893,60,[1037.109375],114.28,鎮静系
1750820170.363816,58,[945.3125],111.08,鎮静系
1750820171.3549747,58,[1029.296875],112.71,鎮静系
1750820172.4373355,58,[1021.484375],111.31,鎮静系
1750820173.4250658,58,[907.2265625],111.19,鎮静系
1750820174.3723223,58,[1006.8359375],113.16,鎮静系
1750820175.372106,58,[1006.8359375],108.18,鎮静系
1750820176.3972516,59,[922.8515625],86.05,鎮静系
1750820177.383029,59,[899.4140625],73.20,鎮静系
1750820178.3733776,59,"[945.3125, 876.953125]",70.30,鎮静系
1750820179.3634455,60,[861.328125],64.69,鎮静系
1750820180.3551052,61,[869.140625],64.69,鎮静系
1750820181.3886154,61,[815.4296875],55.27,鎮静系
1750820182.3817582,62,[831.0546875],44.49,鎮静系
1750820183.371651,64,[823.2421875],44.57,鎮静系
1750820184.3637526,66,"[960.9375, 945.3125]",57.23,鎮静系
1750820185.3966303,67,[968.75],55.70,鎮静系
1750820187.3747432,66,[1083.0078125],63.51,鎮静系
1750820188.455391,65,[1014.6484375],67.27,鎮静系
1750820189.3973393,63,[1113.28125],74.83,鎮静系
1750820190.388418,62,[1105.46875],72.71,鎮静系
1750820191.3800397,60,[983.3984375],83.16,鎮静系
1750820192.4635518,59,[976.5625],83.15,鎮静系
1750820193.4068823,58,[945.3125],70.11,鎮静系
1750820194.398017,59,[907.2265625],71.06,鎮静系
1750820195.4761093,59,[945.3125],71.76,鎮静系
1750820196.4227707,60,[991.2109375],62.71,鎮静系
1750820197.3660924,60,[953.125],59.79,鎮静系
1750820198.400653,61,[953.125],49.94,鎮静系
1750820199.3910823,61,[1083.0078125],66.04,鎮静系
1750820200.381377,61,[1029.296875],55.01,鎮静系
1750820201.372059,60,[1044.921875],55.21,鎮静系
1750820202.363693,59,[1059.5703125],54.44,鎮静系
1750820203.397814,58,[1014.6484375],55.01,鎮静系
1750820204.3884494,58,[983.3984375],54.53,鎮静系
1750820205.3761108,58,[1098.6328125],64.92,鎮静系
1750820206.363425,57,[1052.734375],65.48,鎮静系
1750820207.4006224,58,[1006.8359375],67.25,鎮静系
1750820208.3894207,57,[1098.6328125],59.87,鎮静系
1750820210.505845,56,[1128.90625],58.01,鎮静系
1750820211.4057302,56,[1014.6484375],69.20,鎮静系
1750820212.3971264,56,[1090.8203125],73.55,鎮静系
1750820213.3879285,55,[1166.9921875],76.36,鎮静系
1750820214.4638622,55,[1029.296875],88.48,鎮静系
1750820215.402038,55,[1037.109375],79.75,鎮静系
1750820216.4019945,54,[1151.3671875],87.04,鎮静系
1750820217.3923292,54,[1113.28125],86.62,鎮静系
1750820218.3807085,55,[1044.921875],84.18,鎮静系
1750820220.4060614,54,[1083.0078125],84.53,鎮静系
1750820221.395634,54,[1136.71875],77.56,鎮静系
1750820222.3857255,54,[1021.484375],82.74,鎮静系
1750820223.377642,54,[1052.734375],79.44,鎮静系
1750820224.4559035,54,[1067.3828125],65.02,鎮静系
1750820225.4020486,54,[1006.8359375],68.03,鎮静系
1750820226.3804083,54,[945.3125],59.98,鎮静系
1750820227.3775449,54,[1037.109375],66.13,鎮静系
1750820228.4593225,55,[1166.9921875],75.68,鎮静系
1750820229.405788,56,[1037.109375],86.26,鎮静系
1750820230.3908617,57,[983.3984375],86.26,鎮静系
1750820231.3881905,57,[1083.0078125],84.07,鎮静系
1750820339.4771502,56,[1181.640625],89.67,鎮静系
1750820339.6841974,56,[1044.921875],100.47,鎮静系
1750820340.1336617,56,[1083.0078125],99.24,鎮静系
1750820340.8488593,55,[1121.09375],97.92,鎮静系
1750820341.0933228,55,[1029.296875],97.92,鎮静系
1750820341.3162632,55,[999.0234375],88.41,鎮静系
1750820341.543237,54,[1029.296875],77.74,鎮静系
1750820341.6488936,54,[968.75],78.29,鎮静系
1750820341.7652988,55,[861.328125],79.43,鎮静系
1750820341.7830317,56,[869.140625],72.36,鎮静系
1750820341.7960973,57,[1083.0078125],90.78,鎮静系
1750820341.8239565,58,[892.578125],110.04,鎮静系
1750820341.868178,59,"[1075.1953125, 1059.5703125, 869.140625, 1212.890625]",178.04,鎮静系
1750820341.8761005,58,[1166.9921875],177.55,鎮静系
1750820341.883163,58,[999.0234375],182.70,鎮静系
1750820341.8851793,57,[937.5],183.83,鎮静系
1750820341.8954973,56,[976.5625],169.94,鎮静系
1750820341.9504895,56,[991.2109375],157.72,鎮静系
1750820341.9746041,57,[892.578125],149.16,鎮静系
1750820342.0091832,57,[1044.921875],157.48,鎮静系
1750820342.0349758,57,[1159.1796875],149.07,鎮静系
1750820342.0815125,58,[1067.3828125],100.15,鎮静系
1750820342.1172028,57,[1044.921875],99.25,鎮静系
1750820342.1206312,57,[1128.90625],86.60,鎮静系
1750820342.1401753,57,[1075.1953125],86.02,鎮静系
1750820342.1665134,57,[945.3125],95.42,鎮静系
1750820342.1929584,56,[999.0234375],96.96,鎮静系
1750820342.2112026,55,[1090.8203125],96.21,鎮静系
1750820342.2502787,56,[1006.8359375],86.38,鎮静系
1750820342.27201,56,[1052.734375],79.03,鎮静系
1750820342.2910957,56,"[1433.59375, 1387.6953125, 732.421875, 1037.109375]",280.22,鎮静系
1750820342.2937186,57,[808.59375],287.14,鎮静系
1750820342.295727,58,[1067.3828125],299.29,鎮静系
1750820342.3267632,59,"[899.4140625, 1075.1953125, 1037.109375, 1014.6484375]",279.80,鎮静系
1750820342.3313498,59,[1098.6328125],280.78,鎮静系
1750820342.3418512,58,[1052.734375],177.09,鎮静系
1750820342.344582,57,[976.5625],147.28,鎮静系
1750820342.3567576,56,[1098.6328125],132.46,鎮静系
1750820342.3620799,57,[1037.109375],102.59,鎮静系
1750820342.3681333,57,[915.0390625],95.10,鎮静系
1750820342.385402,56,[1037.109375],85.25,鎮静系
1750820342.3913686,56,[999.0234375],85.25,鎮静系
1750820342.4018753,59,"[1220.703125, 831.0546875, 846.6796875, 1037.109375]",178.70,鎮静系
1750820342.402385,61,[1014.6484375],174.17,鎮静系
1750820342.4070988,62,[983.3984375],173.27,鎮静系
1750820342.410826,63,[1151.3671875],177.49,鎮静系
1750820342.4142494,62,[1075.1953125],174.62,鎮静系
1750820342.4180083,60,[968.75],177.73,鎮静系
1750820342.4194944,58,[1113.28125],168.67,鎮静系
1750820342.4241843,58,[1143.5546875],108.08,鎮静系
1750820342.4321704,58,[1113.28125],108.43,鎮静系
1750820342.4532566,58,[1090.8203125],88.23,鎮静系
1750820342.457766,58,[1014.6484375],91.50,鎮静系
1750820342.4597893,57,[1029.296875],91.04,鎮静系
1750820342.473181,56,[1075.1953125],73.40,鎮静系
1750820342.4765065,56,[999.0234375],73.40,鎮静系
1750820342.4942176,57,[1044.921875],66.05,鎮静系
1750820342.5357811,57,[1090.8203125],47.70,鎮静系
1750820342.5620599,56,[1014.6484375],53.08,鎮静系
1750820342.59051,56,[999.0234375],52.38,鎮静系
1750820342.770289,56,[983.3984375],52.10,鎮静系
1750820342.7741673,56,[1090.8203125],57.90,鎮静系
1750820342.8141217,56,[1105.46875],57.90,鎮静系
1750820342.8226428,56,[1044.921875],59.37,鎮静系
1750820342.826731,56,[1075.1953125],54.61,鎮静系
1750820342.8602736,56,[686.5234375],139.76,鎮静系
1750820342.8846354,56,[1327.1484375],254.75,鎮静系
1750820342.9091241,56,[1098.6328125],264.68,鎮静系
1750820342.9189692,56,[937.5],270.03,鎮静系
1750820342.9254205,56,[968.75],270.18,鎮静系
1750820366.3868186,73,"[854.4921875, 991.2109375, 930.6640625, 1044.921875]",276.71,鎮静系
1750820367.3742552,70,[1059.5703125],244.55,鎮静系
1750820368.4557464,68,[922.8515625],127.60,鎮静系
1750820369.4467673,66,[1037.109375],109.22,鎮静系
1750820370.3885357,65,[991.2109375],96.33,鎮静系
1750820371.3810477,64,[1021.484375],96.29,鎮静系
1750820372.5506318,63,[953.125],91.33,鎮静系
1750820373.4062507,62,[1121.09375],96.95,鎮静系
1750820374.397725,61,[976.5625],106.36,鎮静系
1750820376.3724587,59,[983.3984375],99.34,鎮静系
1750820377.5146446,58,[1044.921875],101.31,鎮静系
1750820378.4013226,58,[983.3984375],92.78,鎮静系
1750820379.391655,58,[953.125],85.20,鎮静系
1750820380.3812695,58,[1044.921875],89.23,鎮静系
1750820381.4154284,58,[983.3984375],91.00,鎮静系
1750820382.4052646,58,[838.8671875],100.41,鎮静系
1750820383.397849,58,"[1037.109375, 1083.0078125]",96.06,鎮静系
1750820384.3837204,58,[953.125],105.34,鎮静系
1750820386.409913,59,[1044.921875],107.76,鎮静系
1750820387.4006426,59,[999.0234375],106.89,鎮静系
1750820388.3900924,59,[1021.484375],106.67,鎮静系
1750820398.4722106,64,"[716.796875, 739.2578125, 770.5078125, 800.78125]",117.97,鎮静系
1750820399.5060816,68,[777.34375],117.23,鎮静系
1750820400.4061437,71,[907.2265625],117.23,鎮静系
1750820401.3962998,72,"[976.5625, 907.2265625]",116.80,鎮静系
1750820402.3808656,71,[953.125],117.55,鎮静系
1750820403.4267275,69,[968.75],59.43,鎮静系
1750820404.413306,67,[869.140625],67.66,鎮静系
1750820405.3976727,65,[869.140625],66.85,鎮静系
1750820406.3887792,64,[884.765625],66.29,鎮静系
1750820407.4719718,63,[762.6953125],77.39,鎮静系
1750820424.391952,65,"[1319.3359375, 999.0234375, 960.9375, 922.8515625]",221.27,鎮静系
1750820427.4065483,63,[937.5],221.27,鎮静系
1750820428.3974419,63,[1090.8203125],224.65,鎮静系
1750820429.3870938,63,[930.6640625],230.91,鎮静系
1750820430.4219067,63,[922.8515625],230.86,鎮静系
1750820431.4081721,62,[1151.3671875],239.68,鎮静系
1750820432.397234,62,[1052.734375],155.24,鎮静系
1750820433.389187,62,[976.5625],115.51,鎮静系
1750820434.422283,61,[1075.1953125],119.43,鎮静系
1750820439.4212148,58,[1044.921875],119.18,鎮静系
1750820440.4110112,60,[831.0546875],138.79,鎮静系
1750820472.4062374,75,"[510.7421875, 472.65625, 861.328125, 846.6796875]",190.68,鎮静系
1750820476.4076781,74,"[602.5390625, 892.578125, 785.15625, 708.984375]",226.60,鎮静系
1750820477.4015872,74,[999.0234375],235.83,鎮静系
1750820478.3891776,75,[907.2265625],212.49,鎮静系
1750820479.4263585,76,[899.4140625],212.12,鎮静系
1750820480.416135,75,[922.8515625],168.14,鎮静系
1750820481.4064262,73,[869.140625],169.02,鎮静系
1750820482.3966885,71,[747.0703125],153.63,鎮静系
1750820484.4217157,68,[732.421875],119.49,鎮静系
1750820485.411094,67,[884.765625],124.80,鎮静系
1750820486.5322855,66,[838.8671875],123.14,鎮静系
1750820487.3892732,66,[892.578125],78.34,鎮静系
1750820488.426963,66,"[915.0390625, 754.8828125]",90.00,鎮静系
1750820490.406681,67,"[1159.1796875, 785.15625]",203.53,鎮静系
1750820491.3983982,67,[1067.3828125],220.50,鎮静系
1750820492.4320028,67,[960.9375],223.28,鎮静系
1750820493.4271457,67,[846.6796875],220.74,鎮静系
1750820494.41053,67,[884.765625],220.57,鎮静系
1750820495.4005334,66,[846.6796875],220.21,鎮静系
1750820496.391238,64,[815.4296875],220.33,鎮静系
1750820497.425535,65,[838.8671875],213.91,鎮静系
1750820498.415404,65,[876.953125],166.60,鎮静系
1750820499.4066043,66,[953.125],113.39,鎮静系
1750820507.4152439,73,"[854.4921875, 754.8828125, 701.171875, 701.171875]",60.34,鎮静系
1750820508.4979973,75,[670.8984375],59.84,鎮静系
1750820509.5327759,77,"[747.0703125, 632.8125]",74.21,鎮静系
1750820515.4255407,79,"[747.0703125, 808.59375, 792.96875, 854.4921875]",69.54,鎮静系
1750820516.4151752,78,[846.6796875],67.25,鎮静系
1750820517.407517,76,"[800.78125, 838.8671875]",69.40,鎮静系
1750820518.4405265,75,[999.0234375],83.79,鎮静系
1750820519.4321613,74,[953.125],76.19,鎮静系
1750820520.422959,73,[861.328125],72.74,鎮静系
1750820521.4104168,71,[922.8515625],72.74,鎮静系
1750820522.4004142,69,[937.5],72.71,鎮静系
1750820523.435419,67,[854.4921875],75.05,鎮静系
1750820524.4253922,67,[892.578125],76.07,鎮静系
1750820525.4156177,66,[945.3125],76.56,鎮静系
1750820526.4067764,65,[915.0390625],76.17,鎮静系
1750820528.4315479,65,[884.765625],55.26,鎮静系
1750820529.4231813,65,"[937.5, 892.578125]",49.16,鎮静系
1750820530.4103987,66,[869.140625],45.36,鎮静系
1750820531.400387,66,[1044.921875],73.94,鎮静系
1750820532.4353943,65,[960.9375],74.06,鎮静系
1750820533.426947,65,[899.4140625],75.79,鎮静系
1750820534.4151838,65,[922.8515625],74.14,鎮静系
1750820535.407221,64,[907.2265625],73.63,鎮静系
1750820536.4401164,63,[708.984375],98.42,鎮静系
1750820537.432099,63,[945.3125],124.83,鎮静系
1750820549.400401,72,"[777.34375, 754.8828125, 724.609375, 724.609375]",119.89,鎮静系
1750820568.4353862,83,"[1174.8046875, 1052.734375, 983.3984375, 953.125]",185.23,鎮静系
1750820569.425318,81,[1014.6484375],168.89,鎮静系
1750820570.41537,79,[945.3125],161.01,鎮静系
1750820571.4068716,78,[983.3984375],161.33,鎮静系
1750820572.4853196,68,[922.8515625],162.28,鎮静系
1750820573.4319875,68,[915.0390625],162.30,鎮静系
1750820574.42327,68,[991.2109375],66.83,鎮静系
1750820575.410325,66,[1006.8359375],53.27,鎮静系
1750820577.4353025,63,[983.3984375],48.63,鎮静系
1750820578.4253035,62,[1029.296875],49.97,鎮静系
1750820579.4144826,61,[1021.484375],45.64,鎮静系
1750820580.406787,61,[930.6640625],49.65,鎮静系
1750820581.4414663,60,[937.5],48.06,鎮静系
1750820582.4318516,59,[953.125],43.92,鎮静系
1750820619.4225583,74,"[907.2265625, 876.953125, 976.5625, 968.75]",51.33,鎮静系
1750820620.4101,72,[945.3125],49.62,鎮静系
1750820621.4909887,69,[640.625],113.00,鎮静系
1750820636.4306493,59,"[1907.2265625, 815.4296875, 960.9375, 892.578125]",570.23,鎮静系
1750820763.004907,70,"[854.4921875, 708.984375, 838.8671875, 1029.296875]",576.46,鎮静系
1750820763.0289676,70,[1052.734375],567.49,鎮静系
1750820763.0690303,70,[976.5625],380.05,鎮静系
1750820763.7813654,59,"[937.5, 907.2265625, 815.4296875, 686.5234375]",109.62,鎮静系
1750820764.4283009,67,"[983.3984375, 1090.8203125, 1021.484375, 1029.296875]",123.75,鎮静系
1750820764.5226018,65,[1098.6328125],123.30,鎮静系
1750820764.564081,63,[1151.3671875],123.87,鎮静系
1750820764.612483,60,[915.0390625],146.45,鎮静系
1750820764.6716447,58,[915.0390625],143.22,鎮静系
1750820764.6872523,57,[1052.734375],144.12,鎮静系
1750820764.7035594,58,[1105.46875],106.24,鎮静系
1750820764.7101068,60,[1014.6484375],104.51,鎮静系
1750820764.718037,60,[861.328125],114.02,鎮静系
1750820767.4241924,72,"[586.9140625, 548.828125, 846.6796875, 899.4140625]",156.97,鎮静系
1750820768.4641204,71,[899.4140625],156.97,鎮静系
1750820769.447076,70,[861.328125],150.64,鎮静系
1750820776.4191442,70,[785.15625],151.75,鎮静系
1750820777.4619217,71,[1303.7109375],228.01,鎮静系
1750820778.450038,73,[1083.0078125],234.07,鎮静系
1750820779.43747,72,[1136.71875],216.20,鎮静系
1750820780.429355,70,[1151.3671875],215.89,鎮静系
1750820781.4627757,71,[1189.453125],192.12,鎮静系
1750820783.444085,60,[1083.0078125],194.58,鎮静系
1750820784.4357505,59,[1083.0078125],194.58,鎮静系
1750820785.5148556,57,"[991.2109375, 823.2421875]",202.79,鎮静系
1750820791.455946,60,[777.34375],107.15,鎮静系
1750820792.4461997,62,[1059.5703125],122.15,鎮静系
1750820793.4356933,64,[1151.3671875],124.64,鎮静系
1750820794.4687452,63,[1059.5703125],128.25,鎮静系
1750820808.4661467,61,"[922.8515625, 930.6640625, 960.9375, 899.4140625]",129.22,鎮静系
1750820809.4521413,63,[854.4921875],117.42,鎮静系
1750820810.444164,63,[922.8515625],118.63,鎮静系
1750820811.4365873,64,[960.9375],73.37,鎮静系
1750820812.6050842,64,[892.578125],70.47,鎮静系
1750820813.4612756,64,[1021.484375],76.66,鎮静系
1750820814.4502447,63,[1258.7890625],100.28,鎮静系
1750820815.4390225,63,[999.0234375],132.47,鎮静系
1750820816.4289002,63,[1075.1953125],134.50,鎮静系
